nombre,codigo
Modelos del agua,60104203
Modelos del desarrollo del campo del campo petrolífero,71161004
Modelos económicos del campo petrolífero,71161003
Modelos geométricos sólidos,60103112
Modelos humanos anatómicos para formación y estudios de medicina,42301501
Modelos moleculares,60104506
Modelos o accesorios de álgebra,60103204
Modelos o accesorios de valor de posición,60102807
Modelos o sets de modelos de gravedad,60104602
Módem,43222628
Moderador para conjunto subcrítico,26141603
Moduladores,32101528
Moduladores de telefonía,43222816
Módulo de relés múltiples o de placa de relés,39121543
Módulos con fregadero,56122004
Módulos DCFM,43201508
Módulos de alarma sísmica,41114103
Módulos de almacenamiento de laboratorio o accesorios,56122002
Módulos de buscapersonas o accesorios,43191622
Módulos de casitas o accesorios,60141403
Módulos de consulta de libros,56121008
Módulos de demostración de opciones de alimentos saludables,60105605
Módulos de enfriamiento refrigerados,41103008
Módulos de estante de mesa,56101717
Módulos de mando de la nave espacial,25201802
Módulos de servicio para aeronaves,25191605
Módulos de tarjetas catálogo,56121004
Módulos telemáticos de intercambio,43201509
"Módulos, sistemas de comunicación de enfermera",42191611
Mofetil micofenolato,51201503
Molde de acero,30103307
Molde de aluminio,30103301
Molde de bronce,30103303
Molde de cobre,30103304
Molde de latón,30103302
Molde de magnesio,30103309
Molde de metal precioso,30103310
Molde de metales ferrosos,30103312
Molde de metales no ferrosos,30103311
Molde de plomo,30103305
Molde de titanio,30103308
Molde de zinc,30103306
Molde no metálicas,30103313
Moldeado,30161906
Moldeadora o pinzas eléctricas de galletas de uso doméstico,52141536
Moldeados de goma de inyección de aire,31141702
Moldeados de inyección de reacción de goma,31141802
Moldeados de inyección de reacción de plástico,31141801
Moldeados plásticos inyección de aire,31141701
"Moldeados, fundciones a presión de bronce",31101516
"Moldeados, fundciones a presión de metal precioso",31101512
"Moldeados, fundciones a presión de plomo",31101514
"Moldeados, fundiciones a presión de acero",31101506
"Moldeados, fundiciones a presión de acero inoxidable",31101505
"Moldeados, fundiciones a presión de aleación ferrosa",31101502
"Moldeados, fundiciones a presión de aleación no ferrosa",31101504
"Moldeados, fundiciones a presión de aluminio",31101501
"Moldeados, fundiciones a presión de berilio",31101511
"Moldeados, fundiciones a presión de cobre",31101513
"Moldeados, fundiciones a presión de estaño",31101509
"Moldeados, fundiciones a presión de hierro",31101503
"Moldeados, fundiciones a presión de latón",31101515
"Moldeados, fundiciones a presión de magnesio",31101507
"Moldeados, fundiciones a presión de titanio",31101510
"Moldeados, fundiciones a presión de zinc",31101508
Moldeos en arena bronce,31101612
Moldeos en arena de acero,31101603
Moldeos en arena de acero inoxidable,31101604
Moldeos en arena de aleación ferrosa,31101602
Moldeos en arena de aleación no ferrosa,31101601
Moldeos en arena de aluminio,31101606
Moldeos en arena de berilio,31101609
Moldeos en arena de cobre,31101610
Moldeos en arena de estaño,31101614
Moldeos en arena de hierro,31101605
Moldeos en arena de latón,31101611
Moldeos en arena de magnesio,31101607
Moldeos en arena de metal precioso,31101616
Moldeos en arena de plomo,31101615
Moldeos en arena de titanio,31101608
Moldeos en arena de zinc,31101613
Moldes auriculares o sus accesorios,42143504
Moldes de estiramiento de metal por presión,23171803
Moldes de extrusión de caucho o plástico,23151513
Moldes de fundición,23161606
Moldes de incrustación,41102902
Moldes de inyección para plástico,23151514
Moldes de mosaico,60122602
Moldes de termoformar,23151515
Moldes de uso comercial,48101802
Moldes de velas artesanales,60122102
Moldes dentales de laboratorio,42152206
Moldes domésticos para asar,52151904
Moldes domésticos para hornear,52151907
Moldes domésticos para magdalenas,52151901
Moldes domésticos para pasteles o tartas,52151903
Moldes para dar forma a los compuestos de modelado,60124323
Moldes para estampar y formar,23171801
Moldes para matrizar,23171802
Moldes para papel artesanal,60122507
Moldes para pasteles o empanadas de uso comercial,48101806
Moldes para pizza de uso comercial,48101807
Moldes para pizzas de uso doméstico,52151908
Moldes para supositorios,42192601
Molduradores o amoladores de tejido ,41101703
Molduras al vacío de caucho,31141602
Molduras al vacío de plástico,31141601
Molduras al vacío de vidrio,31141603
Molduras por inyección de caucho,31141502
Molduras por inyección de plástico,31141501
Molduras por inyección de vidrio,31141503
Moledores de tierra,20101712
Moledores de torbellino o ciclón,20101713
Molgramostim,51201810
Molibdato amónico,51191907
Molibdeno mo,12141727
Molinete para almacenar en estantes,24102007
Molinillos de alimentos de uso comercial,48101605
Molinillos de café de uso comercial,48101604
Molinillos de café domésticos,52141529
Molinillos para biopsia quirúrgica de los huesos o productos relacionados,42291501
Molino de bolas,20101709
Molino de cabillas (molino barra),20101708
Molino de carne (manual),52151659
Molinos de cuchillas de laboratorio,41101701
Molinos de máquinas de acabado,23172005
Molinos de muelas,21102005
Molinos de rosca,23172013
Molinos o zapatos ardientes,20121705
Molsidomina,51121609
Monedas de juego para la clase,60102903
Monedas o acuñación,93151701
Monederos de teléfonos públicos de previo pago,43191625
Monitores de control continuo de la tendencia de la temperatura del paciente ,42182207
Monitores de estado de línea telefónica,43221516
Monitores de fatiga calorífica,41113607
Monitores de integridad de bomba,20121211
Monitores de la velocidad y la temperatura del aire,41112509
Monitores de Oxígeno o suministros,42271506
Monitores de pantalla táctil,43211903
Monitores de parámetros de sangre de perfusión o accesorios o productos relacionados,42294705
Monitores de presión pulmonar,42271613
Monitores de salida o controles de enfermería,42191608
Monitores de saturación hematocrito o oxígeno de perfusión o accesorios,42294712
Monitores de temperatura respiratoria,42271614
Monitores de tubo de rayo catódico (CRT),43211901
Monitores de ventilación pulmonar,42271611
Monitores de vídeo,46171612
Monitores o accesorios de estudio del sueño,42271609
Monitores o accesorios del gas arterial de la sangre,42271502
Monitores o analizadores de gas pulmonar,42271612
Monitores o medidores de colesterol,41116202
Monitores o medidores de glucosa,41116201
Monitores o pantallas de visualización en cristal líquido (LCD),43211902
Monitores o suministros de bióxido de carbono del final de marea end tidal,42271503
Monitores transcutáneos o productos relacionados,42271610
Monitores y accesorios apneas,42271501
"Monitores, unidades de monitoreo maternal o fetal y de cuidado intensivo fetal y maternal o accesorios",42181901
Monocromadores,41113025
Monoctanoina,51172002
Monohidrato de cisaprida,51171618
Mononitrato de isosorbida,51121614
Monopatines,60124512
Monos para el personal sanitario,42131605
Monos quirúrgicos,42131706
Monoventosas entomológicas,41102510
"Montacargas, grúas",24101602
Montador de nata de uso doméstico,52151641
Montaduras adhesivas,44122110
Montaje de exposición de artículos,82141602
Montaje de fijador de cable,39121717
Montaje de flujo doble,20121430
Montajes de choque del avión,25202509
Montajes de cristal para centelleo,41102702
Montajes de ensambladura,23153402
Montajes de escritorios,56101713
Montajes de motor,26101704
Montajes del tren de aterrizaje,25202204
Montajes ópticos experimentales,31242207
Montelukast sódico,51161515
Monturas magnéticas para marcos,60121414
Monturas o soportes de motor,26101808
Monturas ópticas,31242101
Monumentos prehistóricos,30222115
Monumentos prehistóricos ,72151715
Moquetas,52101502
Mora,50102203
Moratoria o desarme nuclear,92111603
Morbilli,51201611
"Mordaza de alambre, de cable metálico",31162904
Mordaza de alimentación,23153024
Mordaza de alimentación de cinta,23153021
Mordaza de banco,27112123
Mordaza de soporte,23153026
Mordaza estacionaria,23153028
Mordazas o abrazaderas para reparar tuberías,40142322
Morfina,51142238
Morfina sulfato,51142206
Moroxidina,51102336
Morruato sódico,51131807
"Mortajas, ropa mortuoria",42262103
Morteros,30111504
Morteros ,46111503
Mosquiteras,49121508
Mostaza,50171835
Mostaza de uracilo,51111517
Mostradores,48102101
Mostradores de condimentos,48102008
Mostradores de ensaladas,48102003
Mostradores de helados,48102104
Mostradores en caliente,48102102
Mostradores refrigerados,48102103
Motocicletas,25101801
Motor de aire,26101616
Motor de inversor AC,26101106
Motor para bomba AC,26101107
Motor para compresor AC,26101108
Motor para sistema de refrigeración y calefacción ,26101105
Motores (tanque) de esfuerzo de torsión,26101607
Motores de aire,27131508
Motores de cohete con propulsión sólida,26101610
Motores de cohetes de propulsante líquido,26101608
Motores de corriente alterna (CA),26101602
Motores de corriente alterna/directa (AC/DC),26101604
Motores de corriente directa (DC),26101603
Motores de gas,26101503
Motores de granja AC,26101103
Motores de inducción eléctricos,26101601
Motores de laboratorio dental o accesorios,42152208
Motores de turbina,26101506
Motores de turbina hidráulica,26101511
Motores de turboventilador,26101507
Motores diesel,26101504
Motores eléctricos AC,26101101
Motores escalonados,26101614
Motores fuera de borda,25111936
Motores hidráulicos (eléctricos),26101613
Motores hidráulicos mecánicos,26101501
Motores hidroeléctricos,26101509
Motores monofásicos,26101611
Motores multifásicos,26101612
Motores neumáticos,26101502
Motores para fango,20121802
Motores rotativos,26101510
Motores sincrónicos,26101609
Motores térmicos,26101508
Motores turbohélice,26101512
Móviles,60111403
Movimientos antirracistas,94131802
Movimientos campesinos,93111506
Movimientos clandestinos,93111504
"Movimientos de homosexuales, lesbianas, bisexuales o transexuales",94131801
Movimientos de liberación animal,94131901
Movimientos de liberación de la mujer,94131803
Movimientos de protesta,93111503
Movimientos estudiantiles,93111505
Movimientos extremistas,93111501
Movimientos o servicios de activistas ecológicos,94131704
Movimientos opositores,93111507
Movimientos pacifistas,93111502
Moxifloxacina clorhidrato,51101536
Muciloide hidrofílico de psilium,51171607
"Muebles aislados o independientes de iluminación, de energía o de datos y componentes ",56111801
Muebles de almacenaje no modulares o muebles,56111703
Muebles de almacenajes aislados o independientes,56111803
Muebles de apoyo para organización de la computadora,56112004
Muebles de avión,25201517
"Muebles de soporte para iluminación, energía o datos de la computadora y componentes",56112001
"Muebles industriales de de iluminación, de energía o de datos y componentes",56111901
Muebles industriales de organización,56111904
Muebles industriales de superficies de trabajo,56111902
Muebles móviles de libros,56121003
Muebles nevera bar (mini refrigerador),56101526
"Muebles no modulares de componentes de iluminación, de energía o de datos o muebles",56111705
Muebles organizadores aislados o independientes ,56111804
Muebles organizadores no modulares o muebles,56111704
Muebles para almacenaje de accesorios de la computadora,56112003
Muebles para computadora,56112002
Muelle de embarque,30222017
Muelle de embarque ,72151617
Muelles de disco,31161906
Muelles de torsión,31161908
Muelles de transporte anfibio,25111705
Muelles espirales,31161903
Muelles helicoidales,31161901
Muelles para tornos y pulidores odontológicos,42151812
Muescas quirúrgicas,42292602
Muestras de saco de sangre de hemodiálisis,42161602
Muestreadores automáticos,41115714
Muestreadores coliwasa,41104006
Muletas o accesorios de muletas,42211502
Mulita,11101523
Mulita ,11111806
Multas por evasión de impuestos,93161612
Multas por infracción de transito,93161611
Multifuncionales,44101509
Multihusillo fijo de corredera roscada,23153409
Multímetros,41113630
Multinacionales de comercialización,80151505
Múltiples de aire,27131601
Multiplexado de división de la longitud de onda densa (DWDM),83112302
Multiplexado de división de onda (WDM),83112303
Multiplexador por división de longitud de onda (WDM),43222823
Multiplexador por división de tiempo (TDM),43222822
Multiplexores,32101525
Multivitaminas,51191917
Munición para defensa u orden público,46101601
Municiones deportivas,49131606
Muñecas,60141002
Muñecos de peluche,60141004
Muñecos de placaje de fútbol americano,49161510
Muñones,26111520
Muñones de balineras,31171520
Mupirocina,51101597
Muro de cortina de cristal,30151806
Muro de piedra en seco,30161503
Muromonab – CD3,51201511
Muselina,60121901
Museos,90151501
Musgo de turba,11121703
Música ambiental,55111509
Música en cinta o disco compacto,55111512
"Nabos, frescos o congelados",50101577
Nabumetona,51142141
Nadolol,51151803
Nafazolina,51151748
Nafcilina sódica,51101575
Nafta,15101503
Naftanato de cobre,51102501
Nailon de poliamida (PA),13102011
Nalmefene hidrocloruro,51142301
Naloxone hidrocloruro,51142302
Naltrexona,51142303
Nandrolona,51182411
Naproxeno,51142109
Naproxeno sódico,51142110
Napsilato de propoxifeno,51142213
Naranja,50101809
Naranja agria,50101812
Naranja agria mandarina,50101815
Naranja congelada,50102602
Naranja mandarina,50101813
Naranja preservada,50193708
Naranja procesada,50193308
Nasofaringoscopios o accesorios,42182016
Nata (nata liquida) de concentrado de coco,50202801
Natalizumab,51201519
Natamicina,51101814
Nateglinida,51181513
Navajas,27111504
Nave espacial tripulada ,25151501
Nebivolol,51121780
Nebulizadores o accesorios,42271802
Neceser de costura,53141602
Neceser o soluciones de ensayo de agua,49241704
Necesidades de personal de marketing permanente,80111704
Necesidades de personal de tecnología de la información permanentes,80111716
Necesidades de personal financiero permanente,80111708
Necesidades de personal financiero temporal,80111605
Necesidades de personal jurídico permanente,80111710
Necesidades de personal legal temporal,80111607
Necesidades de personal médico permanente,80111709
Necesidades de personal médico temporal,80111606
Necesidades de personal técnico permanente,80111707
Necesidades de personal técnico temporal,80111604
Necesidades de personal temporal de marketing,80111602
Necesidades de personal temporal de producción,80111603
Nectarina,50102103
Nectarina preservada,50194003
Nectarina procesada,50193604
Nedocromilo sódico,51161502
Nefelita,11101516
Nefelómetros,41113026
Negociación de deudas,84101701
Negociaciones comerciales,93171502
Negociaciones o acuerdos de desarme,92111605
Negocios de acuerdo de suplica,92101806
negocios de defensa de casos criminales,92101804
Negro de carbón,12171603
Neodimio nd,12141609
Neomicina sulfato ,51101513
Neostigmina metilsulfato,51151512
Nepafenac,51142155
Neptunio np,12141728
Nesiritida,51121907
Netilmicina,51101585
Neumático (caucho) para automóviles,25172502
Neumático (caucho) para bicicleta ,25172505
Neumático (caucho) para camiones pesados,25172503
Neumático (caucho) para camioneta,25172504
Neumáticos (cauchos) de avión,25202205
Neumáticos (cauchos) para motos,25172511
Neumotacos,42271615
Neveras,48102106
Neveras portátiles,49121505
Nevirapina,51102311
Nicergolina,51141705
Niclosamida,51101709
Nicorandil,51121607
Nicotina,51212202
Nicotina polacrilex,51212203
Nicotinato de xantinol,51121734
Nifedipina,51121904
Nifuroxazida,51171704
Nilón,13111010
Nilotinib,51111720
Nilutamida,51111808
Nimesulida,51142118
Nimodipina,51122110
Niobio nb,12141730
Niples de entrelazar,20121306
Niples de tubería,40142318
Níquel,11101706
Níquel ni,12141729
Nisoldipina,51121740
Nispero,50102309
Nistatina,51101815
Nitazoxanida,51101633
Nitrato de amilo,51121601
Nitrato de butoconazol,51101803
Nitrato de econazol,51101806
Nitrato de galio,51182409
Nitrato de miconazol,51101834
Nitrato de oxiconazol,51101816
Nitrato de pilocarpina,51151504
Nitrato de plata,51102718
Nitrato de sulconazol,51101817
Nitrato de terconazol,51101819
Nitrendipino,51121773
Nitrilo altamente saturado (HNBR),13101702
Nitrito de amilo,51122111
Nitrofurantoina,51102206
Nitrofurazona,51102717
Nitrógeno n,12141903
Nitroglicerina,51121603
Nitroprusiato de sodio,51121758
Niveladoras,22101502
Niveladores para muelles,24101801
Niveles,27111802
Nizatidina,51171903
No – proliferación nuclear,92112103
Nobelio no,12141731
Nogestrel + estradiol valerato,51181850
Nombres de la competencia del internet,81112107
Nonivamida,51151910
Noretindrona,51181828
Noretisterona enanato + valerato de estradiol,51181849
Norfloxacina,51101546
Norgestimato,51181830
Norgestrel,51181831
Normal salina solución,51191606
Nortriptilina,51141628
Nucleótidos,41106305
Nucleótidos u oligómeros conjugados,41105327
Nueces o frutos secos,50192110
Nutrición animal,70122001
Nutrientes,12352205
"Ñame, frescos o congelados",50101578
Objetivos de erosión superficial,32131012
Objetivos empresariales o desarrollo de políticas,80101505
Objetivos para microscopios,41111705
Objetos de cristal,49101613
Obleas de ostomía,42312107
Oboes,60131202
Obras de teatro basadas en la biblia,60101802
Obturadoras quirúrgicas,42293602
Obturadores de cámara,45121604
Ocarinas,60131210
Oceanografía estuarina,81151802
Oceanografía física,81151803
Octreotida como péptido libre,51171919
"Ocumo, frescos o congelados",50101579
Ofensas aduaneras,93171703
Ofensas militares,92111809
"Oficina de admisión, de tickets",30222116
"Oficina de admisión, de tickets ",72151716
Oficina de correos,30222101
Oficina de correos ,72151701
Oficinas,30222701
Oficinas ,72152301
Ofloxacina,51241123
Oftalmodinamómetros,42183026
Oftalmometros,42183023
Oftalmoscopios o otoscopios o juegos de scopios,42182005
Ohmiómetros,41113631
Ojo mágico para la puerta,46171617
Ojos móviles autoadhesivos,60123402
Ojos móviles decorativos,60123403
Ojos móviles no autoadhesivos,60123401
Olamina de ciclopirox,51101804
Olanzapina,51141703
Oleato polipéptido de trietanolamina,51241002
Oleoducto,30222057
Oleoducto ,72151657
Olfactometros,42182501
Olla de presión,52141544
Olla eléctrica doméstica,52141537
Ollas a presión de uso comercial,48101514
Ollas a presión domésticas,52151808
Ollas a presión o sartenes de presión,48101529
Ollas de cocer a baño maría de uso comercial,48101524
Ollas de uso comercial para hacer el arroz,48101530
Ollas de uso comercial para hervir pasta,48101518
Ollas domésticas para cocer al vapor,52151806
Ollas o cazuelas de uso comercial,48101809
Olmesartán medoxomilo,51121759
Omalizumab,51161521
Omeprazol,51171909
Ondansetrón,51171816
Ondas o cintas decorativas,60111408
Ópalo,54121603
Opciones o mejoras del color,44101701
Ópera,90131503
Operaciones de franquicia,80141704
Operaciones de mantenimiento de la paz,92111502
Operaciones de puentes levadizos,78141702
Operaciones especializadas de cosecha forestal,70151703
Operaciones sanitarias en vertederos,76121602
Opio,51142236
Oprelvekin,51131804
Ordeñadoras,21101901
Orejas marinas,10101806
Orejeras,42143508
Orejeras de protección,46181902
Orfanato,30222503
Orfanato ,72152103
Organizaciones de asistencia a presos,94131608
Organizaciones de ayuda a los mayores,94131607
Organizaciones de eventos culturales,93141701
Organizaciones de viajes para estudiantes,86141603
Organizaciones o servicios de peregrinaje a la meca,94111801
Organizaciones o servicios de peregrinaje al vaticano,94111802
Organizaciones políticas ecológicas,94131703
"Organizaciones, asociaciones y cooperativas forestales",70151503
Organizador de reuniones,44112004
Organizadoras de píldoras para personas discapacitadas,42212202
Organizadores colgantes o accesorios,44111510
Organizadores de archivos y accesorios,44122019
Organizadores de documentos,56101714
Organizadores de estampillas o sellos,44111514
Organizadores de fichas de control de tiempo,44103204
Organizadores de precintos de tacos de billetes,44111614
Organizadores de tarjetas,44122020
Organizadores de zapatos,56101531
Organizadores dentales,42151629
Organizadores o armarios de llaves,46171509
Organizadores o asistentes personales digitales (PDA),43211504
Organizadores o cajas de almacenamiento de archivos,44111515
Organizadores o clasificadores de correo,56101715
Organizadores para cajones de escritorio,44111502
Organizadores personales,44111516
Órganos musicales,60131003
Orinales de uso general para pacientes o enfermos,42141607
Orlistat,51181528
Ornamentos y decoraciones,49101609
Ornipresina,51122201
Oro,11101801
Oro au,12141717
Ortóticos o productos para el cuidado del pie,42241706
Osciladores a cristal,32111706
Osciladores de reloj,32101627
Oscilógrafos,41113632
Osciloscopios,41113638
Oseltamivir,51102339
Osmio os,12141732
Osmómetros,41113027
Osteotomos o cinceles para autopsia,42261506
Ostras,10101804
Ostricultura,70101902
Otorgamiento de licencia de conducir,93161609
Otras herramientas slickline,20122331
Otros amortiguadores o almacenadores,12161703
Otros servicios de la registración de producción,71112023
Otros servicios generales de perforación de pozo,71121618
Ovejas,10101507
Oxaceprol,51142006
Oxacilina sódica,51101562
Oxalato de escitalopram,51141633
Oxalato de naftidrofurilo,51121724
Oxaliplatino,51111723
Oxamniquina,51101703
Oxaprozina,51142111
Oxazepam,51141917
Oxcarbazepina,51141522
Oxfendazol,51102506
Oxibuprocaína,51142907
Oxicodona,51142207
Oxidante de muestras,41104002
Óxido de calcio,51101607
Óxido de molibdeno,11181501
Óxido de polietileno,13111021
Óxido de polifenileno (PPO),13102024
Óxido de polipropileno,13111050
Oxido nitroso,51142948
Óxidos inorgánicos,12352303
Óxidos inorgánicos de metal,12171602
Óxidos orgánicos,12352119
Oxigenatores de perfusión o accesorios,42294713
Oxígeno medicinal,42171921
Oxígeno o,12141904
Oxígeno portátil o cajas de resucitación de servicios médicos de urgencia,42171911
Oximas,12352126
Oximetolona,51131505
Oxiquinolina,51102711
Oxitetraciclina,51101510
Oxitocina,51182203
Oxomemazina,51161611
Oxtrifilina,51161514
Pabellón deportivo,30222604
Pabellón deportivo ,72152204
Pack de teléfono manos libres para el automóvil,43191615
Packaging compresor,24102108
Packs de comprobación para esterilizadores de vapor,42281520
Packs de diagramas,60111001
Packs de inicio de teléfonos móviles,43191630
Packs de pruebas de esterilización y accesorios,42281810
Packs de remates,60111202
Packs funerarios,42262102
Paclitaxel,51111904
Paja,11121809
Pájaros de cable de gallardete sísmico,20122603
Pajas o portapajas para personas discapacitadas,42211916
Pajote,11121706
Pala cargadora,25101612
Pala para tractores (repuestos),25181709
"Palacio, edificio de justicia",30222104
"Palacio, edificio de justicia ",72151704
Paladio,11101718
Paladio pd,12141733
Palancas,31162807
"Palancas, manijas o argollas para encuadernadora",44122024
Palanganas de mezcla odontológicas,42152516
Palanganas médicas para fines múltiples,42141606
Palanganas para vómitos (riñoneras),42141603
Palas,27112004
Palas de fundición,23161608
Palas de mordaza,20101714
Palas de plástico para uso comercial,48101617
Palas de uso comercial,48101803
Paleta de madera para el horno de uso doméstico,52151618
Paletas de alfarería,60124309
Paletas de madera ,24112505
Paletas de mezclado de pintura o tinta,60121237
Paletas de plástico,24112506
Palillos de bocadillos,52151706
Palillos de dientes ,53131507
Palitos con casquillo de fibra (hisopos),42141502
Palitos de maíz tostado,50192113
Palivizumab,51161711
"Palletizers, máquina para colocar mercaderías en plataforma (embandejadora)",24102105
Palmera de florida,51212030
Palmeras,10161513
Palmitato de colfoscerilo,51161704
Palmitato de pipotiazina,51141713
Palmito o corazón de palma,50101587
Palo para escobas ,47131609
"Palo, botavara de auge",25111912
Palomiteras domésticas,52141517
Palos de convulsiones,42171806
Palos de golf,49211603
Palos de hockey sobre hierba,49161513
Palos de lacrosse,49161511
Palos de ritmo,60131802
Palos de spinnaker,25111930
Palos indicadores de temperatura,23171523
Palustra,27112202
Pamabrom,51191519
Pamidronato disódico,51182416
Pamoato de hidroxizina,51161623
Pamoato de imiprimina,51141603
Pamoato de pirantel,51101706
Pamoato de triptorelina,51111818
Pan congelado,50181902
Pan fresco,50181901
Pana del aceite,26101735
Pancartas del aula,60111201
Pancreatina,51171910
Pancuronio bromuro,51152009
Panderetas,60131403
Panel de conexiones,43222821
Paneles,39121103
Paneles acrílicos para marcos,60121411
Paneles de cartón,14121506
Paneles de conexión de puertos,43222819
Paneles de conglomerado,60121129
Paneles de control de compresores,26131802
Paneles de control de turbina de gas,26131804
Paneles de control de turbinas de vapor,26131807
Paneles de control eléctrico para generadores,26131801
Paneles de corriente alterna (CA) y corriente continua (CC) de baja tensión,26131806
Paneles de cristal para marcos,60121412
Paneles de despliegue aeroespaciales de la carlinga,25202103
Paneles de exhibición de cristal líquido,45111606
Paneles de identificación,55121726
Paneles de instrumentos,25174406
Paneles de instrumentos de equipo de hospital,42191603
Paneles de interruptores de cabina aeroespacial,25202104
Paneles de juego o separadores de espacio de altura baja,56121605
Paneles de lámparas de ocupación telefónica,43221508
Paneles de lienzo,60121125
Paneles de montaje,31162308
Paneles de protección o control de generadores,26131803
Paneles de puerta,25174403
Paneles frontales de ordenador,43201612
Paneles instalados de pared o techo o suelo de resguardo radiológico médico,42204007
Paneles laterales de vehículo,25172607
Paneles o revestimientos de madera,30161505
Paneles para techos,30161602
Paneles traseros para canastas de baloncesto,49221507
Panes secos o cáscara de pan o cuscurros,50181904
"Panetón, torta navideña, torta negra, turrón",50231502
"Pantalla de agujero de colada, cribas, cedazos de desague",20101603
Pantalla y apoya cabeza aeroespacial (HUDS) ,25202105
Pantallas de bjerrum,42183044
Pantallas de control de arena,20121316
Pantallas de control de la contaminación,41103401
Pantallas de investigación en la cabecera de la cama de la función pulmonar,42271603
Pantallas de monitorización de electrocardiografía (ECG),42181706
Pantallas de plasma,52161542
Pantallas de plasma (PDP),43211904
Pantallas de proyección,45111603
Pantallas de sujeción de filtros,41104927
Pantallas de ventana,30171614
Pantallas emisoras de luz orgánica,43211905
Pantallas intensificadoras para radiografía médica,42201830
Pantallas médicas portátiles o independientes de resguardo radiológico,42204006
Pantallas o cortinas para soldar,23171528
Pantallas o filtros de transfusión de sangre,42222302
Pantallas para serigrafía,45101608
Pantallas protectoras para el oído,42143510
"Pantallas térmicas, protectores de calor",30141603
"Pantalones de sport, pantalones y pantalones corto para bebé",53101505
"Pantalones de sport, pantalones y pantalones corto para hombre",53101502
"Pantalones de sport, pantalones y pantalones corto para mujer",53101504
"Pantalones de sport, pantalones y pantalones corto para niña",53101503
"Pantalones de sport, pantalones y pantalones corto para niño",53101501
Pantalones para pacientes,42131510
Pantalones protectores,46181527
Pantalones quirúrgicos,42131705
Pantalones terapéuticos fríos o calientes,42142114
Pantimedias,53102403
Pantoprazol sódico,51171915
Pañales de bebé o lanillas de servicios médicos de urgencia,42171704
Pañales para adultos,53102306
Pañales para bebé,53102305
Paño,11162116
Paños de cocina,52121601
Paños de preparación para piel,42141503
Paños de presión odontológicos,42151809
Paños de toallas,52121703
Paños limpiadores para el equipo de diagnóstico,42181508
Paños para herramientas,31211901
Pañuelos,53102512
Pañuelos de cabeza,53102511
Papaína,51241212
Papas preparadas y arroz y pasta y relleno congelado,50192602
Papas preparadas y arroz y pasta y relleno estable sin refrigerar,50192603
Papas preparadas y arroz y pasta y relleno fresco,50192601
"Papas, frescos o congelados",50101580
Papaverina,51122104
Papel adhesivo o magnético,14111528
Papel artístico o papel kraft,14111606
"Papel autocopiante, sin carbon",14111527
Papel bañado tratado con látex,14121805
Papel bond para Películas,14121701
Papel brillante,60121147
Papel cebolla,14111501
"Papel columnar, de cuentas (block de contabilidad)",14111513
Papel crepé no blanqueado,14121601
Papel crepe no tratado,14122104
Papel crepé para manualidades,60121116
Papel crepé semiblanqueado,14121602
Papel crepe tratado de látex,14122105
Papel cuadriculado o milimetrado,14111512
Papel de álbum de recuerdos,60105703
Papel de aluminio,14121813
Papel de carnicero,14121807
Papel de cigarrillos o filtros,50211607
Papel de congelar,14121808
Papel de dibujo de buena calidad,60121104
Papel de dibujo de calco o de vitela,60121103
Papel de dibujo de carboncillo o pasteles,60121105
Papel de dibujo de cartulina marfil,60121106
Papel de dibujo de pasta de madera molida,60121102
Papel de dibujo de sulfito,60121101
"Papel de escribir, papel rayado",14111511
Papel de etiquetas,14111537
Papel de filtro para cafetera,52151508
Papel de grabado a la manera negra o litografía,60121132
Papel de grabado japonés,60121131
Papel de manualidades autoadhesivo,60121120
Papel de manualidades con impresión de patrones,60121119
Papel de pintura digital,60121110
Papel de registro de eeg,42182314
Papel de registro de electrocardiografía (ECG),42181709
Papel de registro de monitores fetales,42181909
Papel de registro de tratamiento agudo materno/fetal,42181911
Papel de repuesto para cuadernos,14111516
"Papel de seda de manualidades, papel lustrillo",60121117
Papel de seda de resistencia en húmedo,14121603
Papel de seda kraft,14121605
Papel de seda sin ácido,14121604
Papel de seguridad,14122202
Papel de transferencia,53141613
Papel de transferencia térmica para copiadoras,44103119
Papel encerado,14121806
Papel facial,14111701
Papel fluorescente,60121121
Papel forma continua,14111541
Papel fotográfico,14121812
Papel hecho a mano,60121123
Papel higiénico de uso doméstico,14111707
Papel higiénico industrial,14111704
Papel kraft,60121124
Papel kraft acabado a máquina o glaseado,14122102
Papel kraft super satinado,14122101
Papel maché,60124318
Papel metálico,60121134
Papel ministro y/o membretado,14111524
Papel multiuso,14111525
Papel no – bañado tratado de látex,14122106
Papel no bañado no tratado,14122103
Papel o plástico de escribir braille para personas discapacitadas,42211703
Papel offset,14121904
Papel ondulado de manualidades,60121118
Papel para alimentar la máquina,14111504
Papel para calcar,14111523
Papel para calculadoras o cajas registradoras,14111515
"Papel para camillas, básculas",42132109
Papel para embalaje,14121504
Papel para empacar,14121809
Papel para fax,14111508
Papel para forrar,14111609
Papel para fotocopiadora,14111507
"Papel para impresora, fotocopiadora, fax",14111506
"Papel para impresora, fotocopiadora, fax tamaño extra oficio",14111543
"Papel para impresora, fotocopiadora, fax tamaño oficio",14111542
Papel para lentes de microscopio,41122603
Papel para mimeógrafo,14111505
Papel para pancartas,14111613
"Papel para trazado de curvas, para planos (plotter)",14111510
Papel pergamino,14111503
Papel periódico de color,14121902
